record_id,match_id,bout_cluster_id,clip_name,label,human_confidence,difficulty,event_label,contact,duplicate_key,canonical_record,bookkeeping_flag,analysis_inclusion,provenance_role
A0359,624-551,624-551,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0360,624-551,624-551,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0361,624-551,624-551,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0362,624-551,624-551,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0363,624-551,624-551,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0364,624-551,624-551,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0365,624-551,624-551,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0366,624-551,624-551,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0367,624-551,624-551,clip_011.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0368,624-552,624-552,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0369,624-552,624-552,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0370,624-552,624-552,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0371,624-552,624-552,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0372,624-552,624-552,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0373,624-552,624-552,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0374,624-552,624-552,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0375,624-552,624-552,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0376,624-552,624-552,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0377,624-552,624-552,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0378,624-552,624-552,clip_011.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0379,624-552,624-552,clip_012.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0380,625-330,625-330,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0381,625-330,625-330,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0382,625-330,625-330,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0383,625-330,625-330,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0384,625-330,625-330,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0385,625-330,625-330,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0386,625-330,625-330,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0387,625-332,625-332,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0388,625-332,625-332,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0389,625-332,625-332,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0390,625-332,625-332,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0391,625-332,625-332,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0392,625-332,625-332,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0393,625-332,625-332,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0394,625-336,625-336,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0395,625-336,625-336,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0396,625-336,625-336,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0397,625-336,625-336,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0398,625-336,625-336,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0399,625-336,625-336,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0400,625-336,625-336,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0401,625-401,625-401,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0402,625-401,625-401,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0403,625-401,625-401,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0404,625-401,625-401,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0405,625-402,625-402,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0406,625-402,625-402,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0407,625-402,625-402,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0408,625-402,625-402,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0409,625-402,625-402,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0410,625-402,625-402,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0411,625-402,625-402,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0412,625-403,625-403,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0413,625-403,625-403,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0414,625-403,625-403,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0415,625-403,625-403,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0416,625-403,625-403,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0417,625-403,625-403,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0418,625-403,625-403,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0419,625-404,625-404,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0420,625-404,625-404,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0421,625-404,625-404,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0422,625-404,625-404,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0423,625-404,625-404,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0424,625-404,625-404,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0425,625-404,625-404,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0426,625-404,625-404,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0427,625-405,625-405,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0428,625-405,625-405,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0429,625-405,625-405,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0430,625-405,625-405,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0431,625-405,625-405,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0432,625-405,625-405,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0433,625-406,625-406,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0434,625-406,625-406,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0435,625-406,625-406,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0436,625-406,625-406,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0437,625-406,625-406,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0438,625-406,625-406,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0439,625-406,625-406,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0440,625-406,625-406,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0441,625-406,625-406,clip_009.mov,True Positive,High,Medium,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0442,625-407,625-407,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0443,625-407,625-407,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0444,625-407,625-407,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0445,625-407,625-407,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0446,625-407,625-407,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0447,625-407,625-407,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0448,625-407,625-407,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0449,625-407,625-407,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0450,625-408,625-408,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0451,625-408,625-408,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0452,625-408,625-408,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0453,625-408,625-408,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0454,625-408,625-408,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0455,625-408,625-408,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0456,625-408,625-408,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0457,625-408,625-408,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0458,625-408,625-408,clip_009.mov,True Positive,High,Medium,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0459,625-409,625-409,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0460,625-409,625-409,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0461,625-409,625-409,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0462,625-409,625-409,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0463,625-409,625-409,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0464,625-409,625-409,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0465,625-409,625-409,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0466,625-409,625-409,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0467,625-409,625-409,clip_009.mov,True Positive,High,Medium,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0468,625-410,625-410,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0469,625-410,625-410,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0470,625-410,625-410,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0471,625-410,625-410,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0472,625-410,625-410,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0473,625-410,625-410,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0474,625-410,625-410,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0475,625-410,625-410,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0476,625-411,625-411,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0477,625-411,625-411,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0478,625-411,625-411,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0479,625-411,625-411,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0480,625-411,625-411,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0481,625-411,625-411,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0482,625-411,625-411,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0483,625-412,625-412,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0484,625-412,625-412,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0485,625-412,625-412,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0486,625-412,625-412,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0487,625-412,625-412,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0488,625-412,625-412,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0489,625-412,625-412,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0490,625-413,625-413,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0491,625-413,625-413,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0492,625-413,625-413,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0493,625-413,625-413,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0494,625-413,625-413,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0495,625-413,625-413,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0496,625-413,625-413,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0497,625-413,625-413,clip_008.mov,True Positive,Medium,Easy,non_turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0498,625-414,625-414,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0499,625-414,625-414,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0500,625-414,625-414,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0501,625-414,625-414,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0502,625-414,625-414,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0503,625-414,625-414,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0504,625-415,625-415,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0505,625-415,625-415,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0506,625-415,625-415,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0507,625-415,625-415,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0508,625-415,625-415,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0509,625-415,625-415,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0510,625-415,625-415,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0511,625-415,625-415,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0512,625-416,625-416,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0513,625-416,625-416,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0514,625-416,625-416,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0515,625-416,625-416,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0516,625-416,625-416,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0517,625-416,625-416,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0518,625-416,625-416,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0519,625-416,625-416,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0520,625-417,625-417,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0521,625-417,625-417,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0522,625-417,625-417,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0523,625-417,625-417,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0524,625-418,625-418,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0525,625-418,625-418,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0526,625-418,625-418,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0527,625-418,625-418,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0528,625-418,625-418,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0529,625-419,625-419,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0530,625-419,625-419,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0531,625-419,625-419,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0532,625-419,625-419,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0533,625-419,625-419,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0534,625-419,625-419,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0535,625-420,625-420,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0536,625-420,625-420,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0537,625-420,625-420,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0538,625-420,625-420,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0539,625-420,625-420,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
